id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento
524,Diego Castillo Ramírez,diego.castillo.ramirez6@seguro.sv,m,2/21/1940, Santa Ana ,Pyme
525,Andrés Martínez Reyes,andres.martinez.reyes0@correo.com,F,15/05/1971,S. Miguel,vip
526,Carlos Castillo Mendoza,carlos.castillo.mendoza1@mail.com,M,5/5/1989,SanMiguel,
527,Karla López Gómez,karla.lopez.gomez2@example.com,m,28-05-1957,La Libertad,Premium
528,Ricardo Pérez Chávez,ricardo.perez.chavez3@seguro.sv,,3/4/1988,Sonso,
529,Marta Ortiz Ortiz,marta.ortiz.ortiz4@example.com,femenino,9/5/1941,Sta. Ana,VIP
530,Marta Morales Ortiz,marta.morales.ortiz5@seguro.sv,Fem,11/21/1954,SS,REGULAR
531,Juan Flores Rojas,juan.flores.rojas6@correo.com,femenino,15-10-1947,san miguel,
532,Carlos Gómez Hernández,carlos.gomez.hernandez0@correo.com,M,28-07-1973,Sonsonate,PYME
533,Daniela Pérez Ramírez,daniela.perez.ramirez1@gmail.com,Female,7/6/1970,Santa Ana,
534,Luis Ramírez Martínez,luis.ramirez.martinez2@gmail.com,M,3/18/1981,San Miguel,
535,María Reyes Chávez,maria.reyes.chavez3@example.com,F,2/20/1944,san miguel,REGULAR
536,Sofía Ramírez Castillo,sofia.ramirez.castillo4@seguro.sv,m,10/26/1964,san miguel,Premium
537,Valeria Hernández López,valeria.hernandez.lopez5@mail.com,Masculino,11/20/1995, San Miguel ,REGULAR
538,Valeria Pérez Castillo,valeria.perez.castillo6@mail.com,Female,7/3/1991, San Miguel ,PYME
539,Juan Pérez López,juan.perez.lopez0@mail.com,M,26-03-1982,San Salvador,Pyme
540,Lucía Gómez Torres,lucia.gomez.torres1@seguro.sv,Mujer,3/6/1993,S. Miguel,PREMIUM
541,Fernanda García Chávez,fernanda.garcia.chavez2@seguro.sv,M,9/12/1990,SanMiguel,PYME
542,Diego Cruz Pérez,diego.cruz.perez3@example.com,,7/5/1995,S. Miguel,PYME
543,Ricardo López García,ricardo.lopez.garcia4@seguro.sv,,23/08/1982,S. Miguel,
544,Jorge Pérez Mendoza,jorge.perez.mendoza5@mail.com,femenino,3/26/1949,SS,
545,Paula Morales Santos,paula.morales.santos6@correo.com,Hombre,2/2/1977,LaLibertad,vip
546,Marta Ramírez Santos,marta.ramirez.santos0@seguro.sv,Mujer,9/5/1978,sonsonate,Premium
547,María Santos Aguilar,maria.santos.aguilar1@seguro.sv,femenino,4/4/1950,SanSalvador,Premium
548,Carlos Morales García,carlos.morales.garcia2@gmail.com,,9/2/1993,La Libertad,vip
549,Sofía Pérez Santos,sofia.perez.santos3@mail.com,Fem,25/09/2007, La Libertad ,Regular
550,Lucía Torres Santos,lucia.torres.santos4@example.com,Female,2/12/1980,SanMiguel,REGULAR
551,María Santos López,maria.santos.lopez5@seguro.sv,Fem,11/10/1994,SS,
552,Juan López Ortiz,juan.lopez.ortiz6@example.com,F,24/03/1972, La Libertad ,Pyme
553,Marta Morales Morales,marta.morales.morales0@correo.com,m,26/03/1974,la libertad,PREMIUM
554,Fernanda Morales Vásquez,fernanda.morales.vasquez1@correo.com,Fem,6/6/1977,San Salvador,Premium
555,Ricardo Rojas Pérez,ricardo.rojas.perez2@seguro.sv,,8/6/1947, La Libertad ,Premium
556,Paula Mendoza Rojas,paula.mendoza.rojas3@seguro.sv,femenino,11/7/1989,SantaAna,
557,Ana Santos Aguilar,ana.santos.aguilar4@gmail.com,Female,28-07-2005, Sonsonate,REGULAR
558,Juan Martínez Santos,juan.martinez.santos5@mail.com,Mujer,10/5/1983,San salvador,
559,Valeria Chávez Mendoza,valeria.chavez.mendoza6@gmail.com,M,7/1/1947,La Libertad,
560,Jorge Castillo Torres,jorge.castillo.torres0@gmail.com,F,25-09-1944, La Libertad ,PYME
561,Jorge Reyes Rojas,jorge.reyes.rojas1@example.com,Female,30/08/1971, San Salvador ,Regular
562,Jorge Flores Martínez,jorge.flores.martinez2@correo.com,Mujer,6/15/1996, San Miguel ,VIP
563,Carlos Aguilar García,carlos.aguilar.garcia3@example.com,Female,18/05/1951,Sonso,Regular
564,Valeria López Hernández,valeria.lopez.hernandez4@gmail.com,Fem,4/3/1994,san miguel,Regular
565,Diego Aguilar Gómez,diego.aguilar.gomez5@mail.com,femenino,9/18/2011, Santa Ana ,Premium
566,Ricardo Rojas Morales,ricardo.rojas.morales6@correo.com,Masculino,5/7/1961,San Miguel,Regular
567,José Martínez Gómez,jose.martinez.gomez0@example.com,,8/17/1981,SantaAna,Pyme
568,Ricardo Flores Pérez,ricardo.flores.perez1@mail.com,Female,3/8/1987,L. Libertad,
569,Juan Hernández Ortiz,juan.hernandez.ortiz2@seguro.sv,Mujer,3/9/1997,S. Miguel,Regular
570,José Flores Santos,jose.flores.santos3@correo.com,m,2/3/1975, Santa Ana ,REGULAR
571,Carmen Reyes Ortiz,carmen.reyes.ortiz4@mail.com,F,12/12/1940, San Salvador ,vip
572,Paula Vásquez Cruz,paula.vasquez.cruz5@correo.com,F,1/24/2005,Sonsonate,VIP
573,Karla Ramírez Torres,karla.ramirez.torres6@mail.com,M,3/30/1997,SantaAna,
574,Carmen Hernández Gómez,carmen.hernandez.gomez0@mail.com,m,23-09-1962,SanMiguel,REGULAR
575,Valeria Gómez García,valeria.gomez.garcia1@seguro.sv,,11/16/1964,SS,Regular
576,Carmen Chávez García,carmen.chavez.garcia2@correo.com,Mujer,11/2/1984,SantaAna,vip
577,Luis Ortiz Rojas,luis.ortiz.rojas3@mail.com,,8/5/1959,San Salvador,vip
578,María Santos Flores,maria.santos.flores4@seguro.sv,Fem,9/23/2009,SanSalvador,Regular
579,Luis Reyes Morales,luis.reyes.morales5@seguro.sv,,25-12-2030,La Libertad,
580,Diego López Morales,diego.lopez.morales6@seguro.sv,M,11/1/2001,Sonso,REGULAR
581,Carlos Morales Martínez,carlos.morales.martinez0@mail.com,femenino,9/21/1996,San Miguel,PYME
582,Carlos Ramírez Gómez,carlos.ramirez.gomez1@seguro.sv,m,29/09/1989,SanMiguel,vip
583,Pedro Aguilar García,pedro.aguilar.garcia2@correo.com,Fem,10/8/1996,Santa Ana,
584,Diego Aguilar Morales,diego.aguilar.morales3@example.com,,8/26/1945,La Libertad,VIP
585,Marta Martínez Reyes,marta.martinez.reyes4@seguro.sv,M,3/9/2010,Sonsonate ,
586,Luis Santos Cruz,luis.santos.cruz5@correo.com,,6/18/1946, La Libertad ,VIP
587,Diego Pérez López,diego.perez.lopez6@example.com,M,15-06-1955,sonsonate,
588,María Hernández Hernández,maria.hernandez.hernandez0@gmail.com,Masculino,8/7/1984,SantaAna,REGULAR
589,Lucía Reyes Hernández,lucia.reyes.hernandez1@correo.com,femenino,16/05/2001, San Salvador ,Premium
590,Marta García Hernández,marta.garcia.hernandez2@seguro.sv,Fem,7/27/1964,sonsonate,PYME
591,Diego Santos Martínez,diego.santos.martinez3@gmail.com,,19/12/1951,SanSalvador,vip
592,Ana López Gómez,ana.lopez.gomez4@gmail.com,Female,30-12-1947,la libertad,PREMIUM
593,Luis Flores Mendoza,luis.flores.mendoza5@correo.com,Mujer,5/29/1980,sonsonate,PYME
594,Karla García Castillo,karla.garcia.castillo6@gmail.com,Masculino,17/03/1971, San Salvador ,vip
595,Karla Vásquez Ortiz,karla.vasquez.ortiz0@correo.com,Female,7/14/1985,Santa Ana,Premium
596,Ricardo Aguilar Gómez,ricardo.aguilar.gomez1@mail.com,F,5/2/1954,san miguel,Pyme
597,Valeria Reyes Torres,valeria.reyes.torres2@seguro.sv,F,3/26/2012, San Salvador ,Premium
598,Carmen López Aguilar,carmen.lopez.aguilar3@correo.com,,3/12/1986,Sonso,Pyme
599,Sofía Reyes Cruz,sofia.reyes.cruz4@correo.com,M,19/11/2009,la libertad,Pyme
600,Diego García Aguilar,diego.garcia.aguilar5@seguro.sv,Fem,28/06/1992,Sonsonate ,Premium
601,Lucía Vásquez Pérez,lucia.vasquez.perez6@example.com,Female,24/01/1981,san miguel,VIP
602,Jorge Martínez Flores,jorge.martinez.flores0@seguro.sv,,30-03-1952,Sta. Ana,PREMIUM
603,Carlos Torres Gómez,carlos.torres.gomez1@gmail.com,Fem,10/31/2010,sonsonate,vip
604,Andrés Mendoza Aguilar,andres.mendoza.aguilar2@seguro.sv,Female,6/2/1959,la libertad,PREMIUM
605,Marta Rojas Santos,marta.rojas.santos3@gmail.com,Fem,12/14/1959,SanSalvador,VIP
606,Juan Aguilar Mendoza,juan.aguilar.mendoza4@seguro.sv,,1/6/1943,LaLibertad,PREMIUM
607,María Ortiz López,maria.ortiz.lopez5@correo.com,Fem,3/9/2002,san miguel,vip
608,Ana Aguilar Castillo,ana.aguilar.castillo6@gmail.com,Mujer,7/7/1954,LaLibertad,Premium
609,Lucía Gómez Vásquez,lucia.gomez.vasquez0@mail.com,m,3/26/1996,L. Libertad,
610,Juan Castillo Rojas,juan.castillo.rojas1@gmail.com,Hombre,7/18/2007,Santa Ana,
611,Marta Martínez Mendoza,marta.martinez.mendoza2@mail.com,M,11/7/2000,SanMiguel,
612,Juan Vásquez Vásquez,juan.vasquez.vasquez3@mail.com,Hombre,22/09/1955,Sta. Ana,PREMIUM
613,Fernanda Hernández Aguilar,fernanda.hernandez.aguilar4@gmail.com,Masculino,25/02/2006,S. Miguel,Regular
614,Daniela Rojas Flores,daniela.rojas.flores5@example.com,,19-11-1944, Sonsonate,vip
615,Ricardo Ortiz Ortiz,ricardo.ortiz.ortiz6@example.com,m,3/21/1966,SantaAna,vip
616,María Morales Gómez,maria.morales.gomez0@mail.com,M,14/11/1965,San Miguel,Premium
617,Ricardo Pérez Ramírez,ricardo.perez.ramirez1@mail.com,Female,17-09-1986,sonsonate,PYME
618,Pedro Rojas Chávez,pedro.rojas.chavez2@example.com,Masculino,3/8/2006,San salvador,
619,Marta Rojas Santos,marta.rojas.santos3@example.com,,10/2/1970, Sonsonate,PYME
620,Paula Castillo Santos,paula.castillo.santos4@example.com,Fem,11/2/1951,SantaAna,REGULAR
621,Carlos Martínez Pérez,carlos.martinez.perez5@correo.com,Mujer,6/9/1971,Sonso,Premium
622,Carmen Pérez Gómez,carmen.perez.gomez6@example.com,Mujer,5/5/1961,L. Libertad,REGULAR
623,Carmen Ramírez Ortiz,carmen.ramirez.ortiz0@example.com,femenino,10/6/2003,SanMiguel,
624,Carmen Ortiz Castillo,carmen.ortiz.castillo1@seguro.sv,,24/11/1950,L. Libertad,Premium
625,Ana Ortiz Mendoza,ana.ortiz.mendoza2@example.com,,9/20/1969,sonsonate,
626,Paula Reyes Hernández,paula.reyes.hernandez3@mail.com,Fem,8/21/2005,SS,VIP
627,Lucía Torres Cruz,lucia.torres.cruz4@example.com,F,1/4/1980, Santa Ana ,
628,Diego Flores Ramírez,diego.flores.ramirez5@seguro.sv,m,1/8/1942,Sonsonate ,PREMIUM
629,Ricardo Reyes Torres,ricardo.reyes.torres6@mail.com,m,4/14/1994,la libertad,Pyme
630,Pedro Morales Vásquez,pedro.morales.vasquez0@example.com,Female,3/2/1941,Sonsonate,PREMIUM
631,Paula Rojas Chávez,paula.rojas.chavez1@seguro.sv,,22/11/1965, Sonsonate,vip
632,Luis Ramírez Castillo,luis.ramirez.castillo2@gmail.com,femenino,7/31/1982,Sonsonate ,vip
633,Ana Rojas Flores,ana.rojas.flores3@seguro.sv,Mujer,9/3/1977,santa ana,Pyme
634,Carlos Ortiz Aguilar,carlos.ortiz.aguilar4@example.com,Mujer,10/15/1943, La Libertad ,PYME
635,Diego López López,diego.lopez.lopez5@seguro.sv,M,10/26/1953,la libertad,PYME
636,Diego López Hernández,diego.lopez.hernandez6@mail.com,Mujer,8/9/2008,Sonsonate ,
637,Andrés Flores Aguilar,andres.flores.aguilar0@example.com,Hombre,4/14/2002,SS,Premium
638,Jorge Martínez Pérez,jorge.martinez.perez1@correo.com,femenino,5/9/1968,SS,REGULAR
639,Andrés Vásquez Martínez,andres.vasquez.martinez2@mail.com,Hombre,2/1/1966,Santa Ana,
640,Carmen Ortiz Reyes,carmen.ortiz.reyes3@example.com,Female,5/14/1968, San Salvador ,
641,Pedro Pérez López,pedro.perez.lopez4@example.com,,14-04-1952,san miguel,vip
642,Sofía Pérez Mendoza,sofia.perez.mendoza5@gmail.com,Mujer,11/2/1959, Sonsonate,vip
643,Andrés Chávez García,andres.chavez.garcia6@mail.com,,6/16/1950,S. Miguel,Premium
644,Paula Torres Mendoza,paula.torres.mendoza0@correo.com,Female,7/3/2008,San salvador,Premium
645,Luis Cruz Castillo,luis.cruz.castillo1@mail.com,,3/31/1951,San Salvador,PYME
646,Andrés Martínez Ramírez,andres.martinez.ramirez2@gmail.com,Mujer,9/2/1949,La Libertad,Regular
647,Juan García Castillo,juan.garcia.castillo3@mail.com,M,11/22/1999, Santa Ana ,PREMIUM
648,Carmen Vásquez López,carmen.vasquez.lopez4@example.com,Mujer,2/22/1948,san miguel,
649,Karla Cruz Mendoza,karla.cruz.mendoza5@gmail.com,F,2/27/1991,santa ana,Regular
650,Carmen Ortiz López,carmen.ortiz.lopez6@correo.com,Hombre,27-01-2005, San Miguel ,Premium
651,Paula Hernández Gómez,paula.hernandez.gomez0@seguro.sv,Masculino,10/31/1971,SantaAna,vip
652,Marta Hernández Chávez,marta.hernandez.chavez1@seguro.sv,femenino,11/23/1949,Sonsonate,vip
653,Marta Aguilar Hernández,marta.aguilar.hernandez2@gmail.com,Female,9/7/1974, Santa Ana ,Pyme
654,Carlos Rojas Ramírez,carlos.rojas.ramirez3@seguro.sv,m,3/30/1946,Santa Ana,PYME
655,José Morales Chávez,jose.morales.chavez4@mail.com,M,21/11/1986,LaLibertad,
656,José Gómez García,jose.gomez.garcia5@example.com,Masculino,8/18/1972,La Libertad,PREMIUM
657,Andrés Aguilar Flores,andres.aguilar.flores6@gmail.com,Mujer,8/12/2008,L. Libertad,PYME
658,Karla Morales Aguilar,karla.morales.aguilar0@seguro.sv,M,11/18/1985,SanMiguel,PYME
659,Diego Pérez López,diego.perez.lopez1@mail.com,,12/7/1948,SantaAna,
660,Marta Pérez Castillo,marta.perez.castillo2@mail.com,m,10/19/1995,LaLibertad,PREMIUM
661,Carlos Aguilar Aguilar,carlos.aguilar.aguilar3@example.com,Hombre,4/15/1985,San Salvador,Pyme
662,José Morales Chávez,jose.morales.chavez4@seguro.sv,,3/21/1968,San salvador,
663,Carlos Gómez Aguilar,carlos.gomez.aguilar5@seguro.sv,,8/21/1978,Sonsonate ,
664,Fernanda Santos Aguilar,fernanda.santos.aguilar6@correo.com,Hombre,9/11/1982,L. Libertad,PYME
665,Jorge Morales Torres,jorge.morales.torres0@example.com,femenino,9/9/2000, San Salvador ,VIP
666,Luis Vásquez Vásquez,luis.vasquez.vasquez1@mail.com,m,8/17/2012,La Libertad,Pyme
667,Pedro Vásquez Rojas,pedro.vasquez.rojas2@correo.com,Masculino,7/7/1971, San Miguel ,vip
668,María Castillo Hernández,maria.castillo.hernandez3@gmail.com,femenino,4/15/1970,LaLibertad,
669,Daniela Rojas Flores,daniela.rojas.flores4@gmail.com,F,10/30/1941, La Libertad ,Pyme
670,Marta Santos Hernández,marta.santos.hernandez5@correo.com,femenino,8/7/2012,Sonso,Premium
671,Karla Castillo Vásquez,karla.castillo.vasquez6@mail.com,Hombre,11/2/1979,S. Miguel,VIP
672,Carlos Santos Morales,carlos.santos.morales0@mail.com,Mujer,3/8/2012,Sonso,Regular
673,María Santos Mendoza,maria.santos.mendoza1@example.com,M,8/21/1982,Sonso,Pyme
674,Fernanda Reyes Ramírez,fernanda.reyes.ramirez2@gmail.com,Hombre,3/3/1977,sonsonate,VIP
675,Daniela Gómez Santos,daniela.gomez.santos3@seguro.sv,Female,10/13/1984,Sonsonate ,
676,Juan Mendoza Ramírez,juan.mendoza.ramirez4@correo.com,Fem,9/5/1972,LaLibertad,REGULAR
677,María Ramírez Rojas,maria.ramirez.rojas5@correo.com,Female,12/12/1963,SantaAna,PREMIUM
678,José Pérez Ramírez,jose.perez.ramirez6@example.com,,26-06-1942,Sonsonate ,Pyme
679,Juan Ramírez Gómez,juan.ramirez.gomez0@example.com,Female,6/19/1964,Santa Ana,PYME
680,Ana Martínez García,ana.martinez.garcia1@mail.com,,2/29/1968,SanSalvador,Premium
681,Diego Hernández Santos,diego.hernandez.santos2@mail.com,Hombre,11/22/2005,Sonso,PYME
682,María Cruz Torres,maria.cruz.torres3@example.com,femenino,12/20/1950,la libertad,Pyme
683,Sofía Pérez Hernández,sofia.perez.hernandez4@example.com,,18-09-1955, San Miguel ,VIP
684,Ricardo Ortiz Vásquez,ricardo.ortiz.vasquez5@example.com,Hombre,7/10/2002,la libertad,Regular
685,Luis Vásquez Aguilar,luis.vasquez.aguilar6@example.com,F,3/16/2004,San Salvador,PREMIUM
686,Valeria Ortiz Morales,valeria.ortiz.morales0@example.com,m,9/30/1967,sonsonate,PYME
687,Lucía López Morales,lucia.lopez.morales1@correo.com,Female,4/12/1962,SantaAna,REGULAR
688,Andrés Martínez Flores,andres.martinez.flores2@seguro.sv,,9/3/1947,SanMiguel,vip
689,Carmen Flores Mendoza,carmen.flores.mendoza3@gmail.com,Hombre,12/14/1945,La Libertad,VIP
690,Carmen Chávez Pérez,carmen.chavez.perez4@example.com,femenino,4/10/1940,San Salvador,Premium
691,Diego Mendoza Pérez,diego.mendoza.perez5@example.com,,16-04-1993,Sta. Ana,Premium
692,Jorge Reyes Castillo,jorge.reyes.castillo6@example.com,Fem,27-10-1957, La Libertad ,PREMIUM
693,Ana López Ortiz,ana.lopez.ortiz0@correo.com,M,20-01-1998,Sta. Ana,Premium
694,Juan Morales Torres,juan.morales.torres1@correo.com,M,6/24/1978, Santa Ana ,vip
695,Ana Mendoza Rojas,ana.mendoza.rojas2@seguro.sv,m,19-05-2009,San salvador,PREMIUM
696,Sofía Flores Castillo,sofia.flores.castillo3@correo.com,,19/12/2006,sonsonate,Regular
697,Sofía Rojas Gómez,sofia.rojas.gomez4@mail.com,Female,8/25/1976, Santa Ana ,PYME
698,Diego Vásquez Santos,diego.vasquez.santos5@mail.com,F,22-05-2001,Sta. Ana,Pyme
699,Sofía Morales Rojas,sofia.morales.rojas6@mail.com,M,1/14/2006,San Salvador,REGULAR
700,Diego Aguilar Vásquez,diego.aguilar.vasquez0@gmail.com,F,5/26/1994, San Miguel ,
701,Lucía Castillo Morales,lucia.castillo.morales1@gmail.com,F,3/21/2000,Sta. Ana,Premium
702,Daniela Aguilar Reyes,daniela.aguilar.reyes2@example.com,Hombre,29-12-1981,Sta. Ana,vip
703,Marta Martínez Pérez,marta.martinez.perez3@example.com,femenino,14-10-1984,S. Miguel,
704,Valeria Mendoza Reyes,valeria.mendoza.reyes4@example.com,,4/2/1979,Sonsonate ,VIP
705,Sofía Pérez Martínez,sofia.perez.martinez5@seguro.sv,Female,15/08/1960,LaLibertad,vip
706,Ricardo Martínez Chávez,ricardo.martinez.chavez6@gmail.com,,26-12-1971,La Libertad,Premium
707,José Vásquez García,jose.vasquez.garcia0@correo.com,Fem,4/11/1958, San Miguel ,
708,Sofía Santos López,sofia.santos.lopez1@correo.com,,3/11/1987,SantaAna,vip
709,Marta López Castillo,marta.lopez.castillo2@mail.com,,2/14/2001,Sonsonate,REGULAR
710,Luis López García,luis.lopez.garcia3@seguro.sv,,4/15/1981,Sonsonate,REGULAR
711,Juan Torres Chávez,juan.torres.chavez4@gmail.com,Fem,23/02/1969,SS,REGULAR
712,Juan García Ortiz,juan.garcia.ortiz5@seguro.sv,Female,12/1/1994,SantaAna,vip
713,Ana Ramírez Gómez,ana.ramirez.gomez6@example.com,m,8/11/1974,SS,PYME
714,Andrés Castillo Torres,andres.castillo.torres0@mail.com,femenino,10/12/1951,SantaAna,PYME
715,Lucía Aguilar Flores,lucia.aguilar.flores1@mail.com,,7/7/1990,sonsonate,Pyme
716,Andrés García Martínez,andres.garcia.martinez2@seguro.sv,m,20/01/1986,SantaAna,
717,Daniela García Castillo,daniela.garcia.castillo3@seguro.sv,Female,2/1/1982,Sta. Ana,PREMIUM
718,Daniela Rojas Castillo,daniela.rojas.castillo4@mail.com,F,1/2/1991, San Salvador ,Pyme
719,Andrés Hernández Chávez,andres.hernandez.chavez5@example.com,femenino,4/15/1999,Sonsonate,
720,Ana Hernández Chávez,ana.hernandez.chavez6@seguro.sv,F,2/9/1956,L. Libertad,REGULAR
721,Jorge Chávez Chávez,jorge.chavez.chavez0@example.com,Fem,19/12/1995,Santa Ana,
722,Valeria Hernández Rojas,valeria.hernandez.rojas1@seguro.sv,M,12/10/1987,SantaAna,PYME
723,Lucía Torres Aguilar,lucia.torres.aguilar2@gmail.com,femenino,2/3/1967,San Miguel,Premium
724,Luis López Ramírez,luis.lopez.ramirez3@correo.com,F,15/01/1950,la libertad,PREMIUM
725,Andrés Ortiz Ramírez,andres.ortiz.ramirez4@seguro.sv,Fem,22-09-1947,La Libertad,vip
726,Carmen Pérez Chávez,carmen.perez.chavez5@seguro.sv,Mujer,8/7/1983,Sta. Ana,
727,Lucía Martínez Reyes,lucia.martinez.reyes6@seguro.sv,,15-09-1940, Sonsonate,
728,Carlos Martínez Aguilar,carlos.martinez.aguilar0@gmail.com,Mujer,9/11/1975,Santa Ana,
729,Ana Rojas Santos,ana.rojas.santos1@example.com,m,2/5/1968,La Libertad,PYME
730,Karla Vásquez Chávez,karla.vasquez.chavez2@correo.com,Female,30/07/2002,L. Libertad,PYME
731,Diego Mendoza Cruz,diego.mendoza.cruz3@example.com,Mujer,20-09-1992,Sta. Ana,Pyme
732,Andrés Vásquez Aguilar,andres.vasquez.aguilar4@correo.com,Mujer,1/10/2011,San Miguel,PYME
733,Luis Gómez Ramírez,luis.gomez.ramirez5@mail.com,,9/1/1954,san miguel,PREMIUM
734,Fernanda Martínez López,fernanda.martinez.lopez6@example.com,m,9/3/1972, Santa Ana ,VIP
735,María Reyes Rojas,maria.reyes.rojas0@mail.com,Hombre,23/03/1950,L. Libertad,REGULAR
736,Pedro Martínez Ortiz,pedro.martinez.ortiz1@gmail.com,Mujer,12/31/1963,SanSalvador,PYME
737,José Hernández Torres,jose.hernandez.torres2@mail.com,Hombre,9/11/1994,Sonsonate,Premium
738,José Ramírez Vásquez,jose.ramirez.vasquez3@seguro.sv,Hombre,1/2/1954,San salvador,REGULAR
739,Marta Pérez Hernández,marta.perez.hernandez4@seguro.sv,F,10/2/1958,L. Libertad,Regular
740,Daniela Gómez García,daniela.gomez.garcia5@seguro.sv,femenino,12/11/1963, Santa Ana ,Pyme
741,Diego Pérez Rojas,diego.perez.rojas6@seguro.sv,Hombre,2/1/1977,SanSalvador,Premium
742,Ana Mendoza García,ana.mendoza.garcia0@seguro.sv,Fem,10/8/1947,SanSalvador,VIP
743,Luis Santos Martínez,luis.santos.martinez1@gmail.com,Female,30-08-1996, La Libertad ,Regular
744,Marta Vásquez López,marta.vasquez.lopez2@gmail.com,Fem,5/2/1965,la libertad,
745,Karla Torres Chávez,karla.torres.chavez3@seguro.sv,Masculino,7/28/2002,San Salvador,
746,Marta Morales Pérez,marta.morales.perez4@example.com,Masculino,9/10/1986, Sonsonate,Regular
747,Daniela Reyes Gómez,daniela.reyes.gomez5@gmail.com,Mujer,2/6/1942,Sta. Ana,Pyme
748,Daniela Hernández Martínez,daniela.hernandez.martinez6@gmail.com,femenino,6/17/1973,San Salvador,PYME
749,Carlos Santos López,carlos.santos.lopez0@correo.com,Mujer,8/26/1980, Sonsonate,PREMIUM
750,Pedro Castillo Castillo,pedro.castillo.castillo1@gmail.com,m,31/10/1999, La Libertad ,PREMIUM
751,José Reyes Mendoza,jose.reyes.mendoza2@example.com,,3/31/1992,SantaAna,Pyme
752,María García Martínez,maria.garcia.martinez3@seguro.sv,Masculino,12/2/1978,SS,
753,Lucía Santos Ortiz,lucia.santos.ortiz4@example.com,Mujer,22-07-1986,LaLibertad,PYME
754,Andrés Gómez Pérez,andres.gomez.perez5@seguro.sv,Fem,5/17/1985,Sonsonate,PREMIUM
755,Paula Aguilar Martínez,paula.aguilar.martinez6@gmail.com,femenino,12/21/2006,Sonsonate ,vip
756,José Vásquez Santos,jose.vasquez.santos0@correo.com,M,12/24/1965,S. Miguel,Regular
757,Carlos Aguilar López,carlos.aguilar.lopez1@gmail.com,,12/25/2010,S. Miguel,PREMIUM
758,Carmen Aguilar López,carmen.aguilar.lopez2@mail.com,F,22-12-1950, La Libertad ,Regular
759,Jorge Chávez Reyes,jorge.chavez.reyes3@gmail.com,Fem,5/2/2010,Sonsonate ,PYME
760,Paula Pérez Reyes,paula.perez.reyes4@gmail.com,,5/1/1948,SantaAna,REGULAR
761,Fernanda Martínez Chávez,fernanda.martinez.chavez5@mail.com,Fem,1/8/2006,Sonso,
762,José Ortiz García,jose.ortiz.garcia6@gmail.com,Mujer,4/6/1957, Sonsonate,PREMIUM
763,Ricardo Mendoza López,ricardo.mendoza.lopez0@gmail.com,Fem,10/16/1950,san miguel,PREMIUM
764,Jorge Chávez García,jorge.chavez.garcia1@example.com,,5/23/2012,SanSalvador,VIP
765,Marta Rojas Gómez,marta.rojas.gomez2@gmail.com,femenino,23-03-1977,San Miguel,vip
766,José Ortiz Gómez,jose.ortiz.gomez3@example.com,M,7/8/1965,SanMiguel,Premium
767,Juan Torres Reyes,juan.torres.reyes4@mail.com,Female,12/4/1956,SS,Premium
768,Andrés Reyes Flores,andres.reyes.flores5@mail.com,F,8/9/1973, Santa Ana ,
769,Diego Aguilar Mendoza,diego.aguilar.mendoza6@mail.com,Female,7/2/2007,SanMiguel,
770,Andrés García Aguilar,andres.garcia.aguilar0@correo.com,F,8/5/1942, Sonsonate,vip
771,Diego Ortiz Pérez,diego.ortiz.perez1@seguro.sv,M,4/30/1967,santa ana,REGULAR
772,Fernanda Gómez Cruz,fernanda.gomez.cruz2@gmail.com,,3/22/1988,SanSalvador,
773,Carlos Gómez López,carlos.gomez.lopez3@seguro.sv,Female,5/25/1945,SanMiguel,REGULAR
774,Sofía Santos Mendoza,sofia.santos.mendoza4@gmail.com,Mujer,3/28/1965,San Miguel,Pyme
775,José Pérez Ortiz,jose.perez.ortiz5@correo.com,Mujer,1/26/1965,S. Miguel,Regular
776,Paula Flores Cruz,paula.flores.cruz6@example.com,Masculino,1/6/1999,Sonso,VIP
777,Luis López Torres,luis.lopez.torres0@correo.com,,1/22/2030,LaLibertad,
778,María García Ortiz,maria.garcia.ortiz1@seguro.sv,m,10/11/1942,SanMiguel,
779,Pedro Morales Gómez,pedro.morales.gomez2@mail.com,M,23-11-2008,san miguel,PYME
780,Ana Cruz López,ana.cruz.lopez3@example.com,Masculino,1/15/2008,Sonso,PREMIUM
781,Diego Aguilar Vásquez,diego.aguilar.vasquez4@gmail.com,Masculino,4/20/1943,SantaAna,vip
782,Valeria Santos Mendoza,valeria.santos.mendoza5@correo.com,m,4/26/1984, Sonsonate,Premium
783,María Santos Pérez,maria.santos.perez6@example.com,Mujer,4/12/2006,Sonso,PREMIUM
784,Ana Ortiz Torres,ana.ortiz.torres0@seguro.sv,F,9/9/1962,SS,Pyme
785,Andrés Flores Hernández,andres.flores.hernandez1@seguro.sv,femenino,1/7/2001,San salvador,VIP
786,Valeria Rojas Ortiz,valeria.rojas.ortiz2@seguro.sv,Masculino,4/8/1980, San Salvador ,VIP
787,Diego Rojas García,diego.rojas.garcia3@example.com,Female,6/5/1962,San Salvador,PYME
788,Andrés López Santos,andres.lopez.santos4@example.com,Female,10/7/2011,SanSalvador,PREMIUM
789,Marta Martínez Reyes,marta.martinez.reyes5@mail.com,Mujer,8/15/1986,La Libertad,PYME
790,Jorge Hernández García,jorge.hernandez.garcia6@seguro.sv,femenino,6/11/1945,Santa Ana,PYME
